isco4,name_et,county,county_name,gender,count,source_url
2514,Rakenduste programmeerijad,all,Kogu Eesti,F,162,https://palgad.stat.ee/api/charts/workers_total_section/2514/2025/Q4/average/all/all/all
2519,"Tarkvara ja rakenduste arendajad ning analüütikud, mujal liigitamata",all,Kogu Eesti,M,1255,https://palgad.stat.ee/api/charts/workers_total_section/2519/2025/Q4/average/all/all/all
2519,"Tarkvara ja rakenduste arendajad ning analüütikud, mujal liigitamata",all,Kogu Eesti,F,812,https://palgad.stat.ee/api/charts/workers_total_section/2519/2025/Q4/average/all/all/all
2521,Andmebaaside projekteerijad ja administraatorid,all,Kogu Eesti,M,661,https://palgad.stat.ee/api/charts/workers_total_section/2521/2025/Q4/average/all/all/all
2521,Andmebaaside projekteerijad ja administraatorid,all,Kogu Eesti,F,366,https://palgad.stat.ee/api/charts/workers_total_section/2521/2025/Q4/average/all/all/all
2522,Süsteemiadministraatorid,all,Kogu Eesti,M,1412,https://palgad.stat.ee/api/charts/workers_total_section/2522/2025/Q4/average/all/all/all
2522,Süsteemiadministraatorid,all,Kogu Eesti,F,201,https://palgad.stat.ee/api/charts/workers_total_section/2522/2025/Q4/average/all/all/all
2523,Arvutivõrkude tippspetsialistid,all,Kogu Eesti,M,200,https://palgad.stat.ee/api/charts/workers_total_section/2523/2025/Q4/average/all/all/all
2523,Arvutivõrkude tippspetsialistid,all,Kogu Eesti,F,30,https://palgad.stat.ee/api/charts/workers_total_section/2523/2025/Q4/average/all/all/all
2529,"Andmebaasi ja arvutivõrgu tippspetsialistid, mujal liigitamata",all,Kogu Eesti,M,561,https://palgad.stat.ee/api/charts/workers_total_section/2529/2025/Q4/average/all/all/all
2529,"Andmebaasi ja arvutivõrgu tippspetsialistid, mujal liigitamata",all,Kogu Eesti,F,190,https://palgad.stat.ee/api/charts/workers_total_section/2529/2025/Q4/average/all/all/all
2611,"Advokaadid, prokurörid ja kohtujuristid",all,Kogu Eesti,M,487,https://palgad.stat.ee/api/charts/workers_total_section/2611/2025/Q4/average/all/all/all
2611,"Advokaadid, prokurörid ja kohtujuristid",all,Kogu Eesti,F,699,https://palgad.stat.ee/api/charts/workers_total_section/2611/2025/Q4/average/all/all/all
2612,Kohtunikud,all,Kogu Eesti,M,49,https://palgad.stat.ee/api/charts/workers_total_section/2612/2025/Q4/average/all/all/all
2612,Kohtunikud,all,Kogu Eesti,F,83,https://palgad.stat.ee/api/charts/workers_total_section/2612/2025/Q4/average/all/all/all
2619,"Õigusvaldkonna tippspetsialistid, mujal liigitamata",all,Kogu Eesti,M,591,https://palgad.stat.ee/api/charts/workers_total_section/2619/2025/Q4/average/all/all/all
2619,"Õigusvaldkonna tippspetsialistid, mujal liigitamata",all,Kogu Eesti,F,1378,https://palgad.stat.ee/api/charts/workers_total_section/2619/2025/Q4/average/all/all/all
2621,Arhivaarid ja kuraatorid,all,Kogu Eesti,M,131,https://palgad.stat.ee/api/charts/workers_total_section/2621/2025/Q4/average/all/all/all
2621,Arhivaarid ja kuraatorid,all,Kogu Eesti,F,449,https://palgad.stat.ee/api/charts/workers_total_section/2621/2025/Q4/average/all/all/all
2622,Raamatukoguhoidjad jms teabe tippspetsialistid,all,Kogu Eesti,M,54,https://palgad.stat.ee/api/charts/workers_total_section/2622/2025/Q4/average/all/all/all
2622,Raamatukoguhoidjad jms teabe tippspetsialistid,all,Kogu Eesti,F,1295,https://palgad.stat.ee/api/charts/workers_total_section/2622/2025/Q4/average/all/all/all
2631,Majandusteadlased,all,Kogu Eesti,M,84,https://palgad.stat.ee/api/charts/workers_total_section/2631/2025/Q4/average/all/all/all
2631,Majandusteadlased,all,Kogu Eesti,F,114,https://palgad.stat.ee/api/charts/workers_total_section/2631/2025/Q4/average/all/all/all
2632,"Sotsioloogid, antropoloogid jms tippspetsialistid",all,Kogu Eesti,M,83,https://palgad.stat.ee/api/charts/workers_total_section/2632/2025/Q4/average/all/all/all
2632,"Sotsioloogid, antropoloogid jms tippspetsialistid",all,Kogu Eesti,F,190,https://palgad.stat.ee/api/charts/workers_total_section/2632/2025/Q4/average/all/all/all
2633,"Filosoofid, ajaloolased ja politoloogid",all,Kogu Eesti,M,102,https://palgad.stat.ee/api/charts/workers_total_section/2633/2025/Q4/average/all/all/all
2633,"Filosoofid, ajaloolased ja politoloogid",all,Kogu Eesti,F,114,https://palgad.stat.ee/api/charts/workers_total_section/2633/2025/Q4/average/all/all/all
2634,Psühholoogid,all,Kogu Eesti,M,97,https://palgad.stat.ee/api/charts/workers_total_section/2634/2025/Q4/average/all/all/all
2634,Psühholoogid,all,Kogu Eesti,F,751,https://palgad.stat.ee/api/charts/workers_total_section/2634/2025/Q4/average/all/all/all
2635,Sotsiaaltöötajad ja nõustajad,all,Kogu Eesti,M,176,https://palgad.stat.ee/api/charts/workers_total_section/2635/2025/Q4/average/all/all/all
2635,Sotsiaaltöötajad ja nõustajad,all,Kogu Eesti,F,2169,https://palgad.stat.ee/api/charts/workers_total_section/2635/2025/Q4/average/all/all/all
2636,Religioonivaldkonna tippspetsialistid,all,Kogu Eesti,M,192,https://palgad.stat.ee/api/charts/workers_total_section/2636/2025/Q4/average/all/all/all
2636,Religioonivaldkonna tippspetsialistid,all,Kogu Eesti,F,44,https://palgad.stat.ee/api/charts/workers_total_section/2636/2025/Q4/average/all/all/all
2641,Kirjanikud,all,Kogu Eesti,M,77,https://palgad.stat.ee/api/charts/workers_total_section/2641/2025/Q4/average/all/all/all
2641,Kirjanikud,all,Kogu Eesti,F,188,https://palgad.stat.ee/api/charts/workers_total_section/2641/2025/Q4/average/all/all/all
2642,Ajakirjanikud,all,Kogu Eesti,M,479,https://palgad.stat.ee/api/charts/workers_total_section/2642/2025/Q4/average/all/all/all
2642,Ajakirjanikud,all,Kogu Eesti,F,706,https://palgad.stat.ee/api/charts/workers_total_section/2642/2025/Q4/average/all/all/all
2643,"Tõlkijad, tõlgid ja keeleteadlased",all,Kogu Eesti,M,116,https://palgad.stat.ee/api/charts/workers_total_section/2643/2025/Q4/average/all/all/all
2643,"Tõlkijad, tõlgid ja keeleteadlased",all,Kogu Eesti,F,447,https://palgad.stat.ee/api/charts/workers_total_section/2643/2025/Q4/average/all/all/all
2651,Kujutavad kunstnikud,all,Kogu Eesti,M,92,https://palgad.stat.ee/api/charts/workers_total_section/2651/2025/Q4/average/all/all/all
2651,Kujutavad kunstnikud,all,Kogu Eesti,F,198,https://palgad.stat.ee/api/charts/workers_total_section/2651/2025/Q4/average/all/all/all
2652,"Muusikud, lauljad ja heliloojad",all,Kogu Eesti,M,561,https://palgad.stat.ee/api/charts/workers_total_section/2652/2025/Q4/average/all/all/all
2652,"Muusikud, lauljad ja heliloojad",all,Kogu Eesti,F,562,https://palgad.stat.ee/api/charts/workers_total_section/2652/2025/Q4/average/all/all/all
2653,Tantsijad ja koreograafid,all,Kogu Eesti,M,66,https://palgad.stat.ee/api/charts/workers_total_section/2653/2025/Q4/average/all/all/all
2653,Tantsijad ja koreograafid,all,Kogu Eesti,F,129,https://palgad.stat.ee/api/charts/workers_total_section/2653/2025/Q4/average/all/all/all
2654,"Filmi-, teatri- jms lavastajad ja -produtsendid",all,Kogu Eesti,M,308,https://palgad.stat.ee/api/charts/workers_total_section/2654/2025/Q4/average/all/all/all
2654,"Filmi-, teatri- jms lavastajad ja -produtsendid",all,Kogu Eesti,F,207,https://palgad.stat.ee/api/charts/workers_total_section/2654/2025/Q4/average/all/all/all
2655,Näitlejad,all,Kogu Eesti,M,156,https://palgad.stat.ee/api/charts/workers_total_section/2655/2025/Q4/average/all/all/all
2655,Näitlejad,all,Kogu Eesti,F,127,https://palgad.stat.ee/api/charts/workers_total_section/2655/2025/Q4/average/all/all/all
2656,"Raadio, televisiooni jms saatejuhid",all,Kogu Eesti,M,91,https://palgad.stat.ee/api/charts/workers_total_section/2656/2025/Q4/average/all/all/all
2656,"Raadio, televisiooni jms saatejuhid",all,Kogu Eesti,F,146,https://palgad.stat.ee/api/charts/workers_total_section/2656/2025/Q4/average/all/all/all
2659,"Loomingulised töötajad, mujal liigitamata",all,Kogu Eesti,M,58,https://palgad.stat.ee/api/charts/workers_total_section/2659/2025/Q4/average/all/all/all
2659,"Loomingulised töötajad, mujal liigitamata",all,Kogu Eesti,F,50,https://palgad.stat.ee/api/charts/workers_total_section/2659/2025/Q4/average/all/all/all
3111,Keemia- ja füüsikateaduste tehnikud,all,Kogu Eesti,M,187,https://palgad.stat.ee/api/charts/workers_total_section/3111/2025/Q4/average/all/all/all
3111,Keemia- ja füüsikateaduste tehnikud,all,Kogu Eesti,F,356,https://palgad.stat.ee/api/charts/workers_total_section/3111/2025/Q4/average/all/all/all
3112,Ehitustehnikud,all,Kogu Eesti,M,1350,https://palgad.stat.ee/api/charts/workers_total_section/3112/2025/Q4/average/all/all/all
3112,Ehitustehnikud,all,Kogu Eesti,F,596,https://palgad.stat.ee/api/charts/workers_total_section/3112/2025/Q4/average/all/all/all
3113,Elektrotehniliste alade tehnikud,all,Kogu Eesti,M,733,https://palgad.stat.ee/api/charts/workers_total_section/3113/2025/Q4/average/all/all/all
3113,Elektrotehniliste alade tehnikud,all,Kogu Eesti,F,62,https://palgad.stat.ee/api/charts/workers_total_section/3113/2025/Q4/average/all/all/all
3114,Elektroonikatehnikud,all,Kogu Eesti,M,466,https://palgad.stat.ee/api/charts/workers_total_section/3114/2025/Q4/average/all/all/all
3114,Elektroonikatehnikud,all,Kogu Eesti,F,78,https://palgad.stat.ee/api/charts/workers_total_section/3114/2025/Q4/average/all/all/all
3115,Masinaehitustehnikud,all,Kogu Eesti,M,2043,https://palgad.stat.ee/api/charts/workers_total_section/3115/2025/Q4/average/all/all/all
3115,Masinaehitustehnikud,all,Kogu Eesti,F,49,https://palgad.stat.ee/api/charts/workers_total_section/3115/2025/Q4/average/all/all/all
3116,Keemiatööstuse tehnikud,all,Kogu Eesti,M,38,https://palgad.stat.ee/api/charts/workers_total_section/3116/2025/Q4/average/all/all/all
3116,Keemiatööstuse tehnikud,all,Kogu Eesti,F,78,https://palgad.stat.ee/api/charts/workers_total_section/3116/2025/Q4/average/all/all/all
3117,Mäe- ja metallurgiatehnikud,all,Kogu Eesti,all,,https://palgad.stat.ee/api/charts/workers_total_section/3117/2025/Q4/average/all/all/all
3118,Joonestajad,all,Kogu Eesti,M,396,https://palgad.stat.ee/api/charts/workers_total_section/3118/2025/Q4/average/all/all/all
3118,Joonestajad,all,Kogu Eesti,F,191,https://palgad.stat.ee/api/charts/workers_total_section/3118/2025/Q4/average/all/all/all
3119,"Füüsika- ja tehnikateaduste tehnikud, mujal liigitamata",all,Kogu Eesti,M,452,https://palgad.stat.ee/api/charts/workers_total_section/3119/2025/Q4/average/all/all/all
3119,"Füüsika- ja tehnikateaduste tehnikud, mujal liigitamata",all,Kogu Eesti,F,164,https://palgad.stat.ee/api/charts/workers_total_section/3119/2025/Q4/average/all/all/all
3121,Kaevanduse töödejuhatajad,all,Kogu Eesti,M,195,https://palgad.stat.ee/api/charts/workers_total_section/3121/2025/Q4/average/all/all/all
3122,Töötleva tööstuse töödejuhatajad,all,Kogu Eesti,M,1647,https://palgad.stat.ee/api/charts/workers_total_section/3122/2025/Q4/average/all/all/all
3122,Töötleva tööstuse töödejuhatajad,all,Kogu Eesti,F,673,https://palgad.stat.ee/api/charts/workers_total_section/3122/2025/Q4/average/all/all/all
3123,Ehituse töödejuhatajad,all,Kogu Eesti,M,2032,https://palgad.stat.ee/api/charts/workers_total_section/3123/2025/Q4/average/all/all/all
3123,Ehituse töödejuhatajad,all,Kogu Eesti,F,98,https://palgad.stat.ee/api/charts/workers_total_section/3123/2025/Q4/average/all/all/all
3131,Energiatootmisettevõtete operaatorid,all,Kogu Eesti,M,200,https://palgad.stat.ee/api/charts/workers_total_section/3131/2025/Q4/average/all/all/all
3132,Jäätmepõletustehaste ja veepuhastusjaamade operaatorid,all,Kogu Eesti,M,209,https://palgad.stat.ee/api/charts/workers_total_section/3132/2025/Q4/average/all/all/all
3132,Jäätmepõletustehaste ja veepuhastusjaamade operaatorid,all,Kogu Eesti,F,63,https://palgad.stat.ee/api/charts/workers_total_section/3132/2025/Q4/average/all/all/all
3133,Keemiatööstuse protsessijuhtimistehnikud,all,Kogu Eesti,M,71,https://palgad.stat.ee/api/charts/workers_total_section/3133/2025/Q4/average/all/all/all
3134,"Naftasaaduste, õlide ja maagaasi töötlemise operaatorid",all,Kogu Eesti,all,,https://palgad.stat.ee/api/charts/workers_total_section/3134/2025/Q4/average/all/all/all
3135,Metallurgiatööstuse protsessijuhtimistehnikud,all,Kogu Eesti,all,,https://palgad.stat.ee/api/charts/workers_total_section/3135/2025/Q4/average/all/all/all
3139,"Tööstuse protsessijuhtimistehnikud, mujal liigitamata",all,Kogu Eesti,M,703,https://palgad.stat.ee/api/charts/workers_total_section/3139/2025/Q4/average/all/all/all
3139,"Tööstuse protsessijuhtimistehnikud, mujal liigitamata",all,Kogu Eesti,F,124,https://palgad.stat.ee/api/charts/workers_total_section/3139/2025/Q4/average/all/all/all
3141,Biotehnikud (v.a meditsiinivaldkonna tehnikud),all,Kogu Eesti,M,139,https://palgad.stat.ee/api/charts/workers_total_section/3141/2025/Q4/average/all/all/all
3141,Biotehnikud (v.a meditsiinivaldkonna tehnikud),all,Kogu Eesti,F,367,https://palgad.stat.ee/api/charts/workers_total_section/3141/2025/Q4/average/all/all/all
3142,Põllumajandustehnikud,all,Kogu Eesti,M,62,https://palgad.stat.ee/api/charts/workers_total_section/3142/2025/Q4/average/all/all/all
3142,Põllumajandustehnikud,all,Kogu Eesti,F,91,https://palgad.stat.ee/api/charts/workers_total_section/3142/2025/Q4/average/all/all/all
3143,Metsandustehnikud,all,Kogu Eesti,M,275,https://palgad.stat.ee/api/charts/workers_total_section/3143/2025/Q4/average/all/all/all
3143,Metsandustehnikud,all,Kogu Eesti,F,34,https://palgad.stat.ee/api/charts/workers_total_section/3143/2025/Q4/average/all/all/all
3151,Laevamehaanikud,all,Kogu Eesti,all,,https://palgad.stat.ee/api/charts/workers_total_section/3151/2025/Q4/average/all/all/all
3152,Laevajuhid ja lootsid,all,Kogu Eesti,M,421,https://palgad.stat.ee/api/charts/workers_total_section/3152/2025/Q4/average/all/all/all
3153,Piloodid ja lennumeeskonna liikmed,all,Kogu Eesti,M,39,https://palgad.stat.ee/api/charts/workers_total_section/3153/2025/Q4/average/all/all/all
3154,Lennujuhid,all,Kogu Eesti,all,,https://palgad.stat.ee/api/charts/workers_total_section/3154/2025/Q4/average/all/all/all
3155,Lennuohutuselektroonika tehnikud,all,Kogu Eesti,all,,https://palgad.stat.ee/api/charts/workers_total_section/3155/2025/Q4/average/all/all/all
3211,Meditsiiniliste kuvamis- ja raviseadmete tehnikud,all,Kogu Eesti,M,131,https://palgad.stat.ee/api/charts/workers_total_section/3211/2025/Q4/average/all/all/all
3211,Meditsiiniliste kuvamis- ja raviseadmete tehnikud,all,Kogu Eesti,F,408,https://palgad.stat.ee/api/charts/workers_total_section/3211/2025/Q4/average/all/all/all
3212,Meditsiini- ja patoloogialaborite tehnikud,all,Kogu Eesti,M,74,https://palgad.stat.ee/api/charts/workers_total_section/3212/2025/Q4/average/all/all/all
3212,Meditsiini- ja patoloogialaborite tehnikud,all,Kogu Eesti,F,749,https://palgad.stat.ee/api/charts/workers_total_section/3212/2025/Q4/average/all/all/all
3213,Farmaatsiatehnikud ja farmatseudi abilised,all,Kogu Eesti,F,154,https://palgad.stat.ee/api/charts/workers_total_section/3213/2025/Q4/average/all/all/all
3214,Meditsiiniliste ja hambaproteeside tehnikud,all,Kogu Eesti,M,97,https://palgad.stat.ee/api/charts/workers_total_section/3214/2025/Q4/average/all/all/all
3214,Meditsiiniliste ja hambaproteeside tehnikud,all,Kogu Eesti,F,213,https://palgad.stat.ee/api/charts/workers_total_section/3214/2025/Q4/average/all/all/all
3221,Hooldustöötajad,all,Kogu Eesti,all,,https://palgad.stat.ee/api/charts/workers_total_section/3221/2025/Q4/average/all/all/all
3222,Ämmaemanda abid,all,Kogu Eesti,all,,https://palgad.stat.ee/api/charts/workers_total_section/3222/2025/Q4/average/all/all/all
3230,Täiendmeditsiini ja loodusravi keskastme spetsialistid,all,Kogu Eesti,all,,https://palgad.stat.ee/api/charts/workers_total_section/3230/2025/Q4/average/all/all/all
3240,Veterinaartehnikud,all,Kogu Eesti,M,32,https://palgad.stat.ee/api/charts/workers_total_section/3240/2025/Q4/average/all/all/all
3240,Veterinaartehnikud,all,Kogu Eesti,F,156,https://palgad.stat.ee/api/charts/workers_total_section/3240/2025/Q4/average/all/all/all
3251,Hambaraviõed ja hambaravi keskastme spetsialistid,all,Kogu Eesti,M,30,https://palgad.stat.ee/api/charts/workers_total_section/3251/2025/Q4/average/all/all/all
3251,Hambaraviõed ja hambaravi keskastme spetsialistid,all,Kogu Eesti,F,1265,https://palgad.stat.ee/api/charts/workers_total_section/3251/2025/Q4/average/all/all/all
3252,Meditsiiniregistrite ja terviseteabe keskastme spetsialistid,all,Kogu Eesti,F,200,https://palgad.stat.ee/api/charts/workers_total_section/3252/2025/Q4/average/all/all/all
3253,Kohalike omavalitsuste tervishoiutöötajad,all,Kogu Eesti,F,53,https://palgad.stat.ee/api/charts/workers_total_section/3253/2025/Q4/average/all/all/all
3254,Optometristid ja optikud,all,Kogu Eesti,F,260,https://palgad.stat.ee/api/charts/workers_total_section/3254/2025/Q4/average/all/all/all
3255,Abifüsioterapeudid,all,Kogu Eesti,M,107,https://palgad.stat.ee/api/charts/workers_total_section/3255/2025/Q4/average/all/all/all
3255,Abifüsioterapeudid,all,Kogu Eesti,F,475,https://palgad.stat.ee/api/charts/workers_total_section/3255/2025/Q4/average/all/all/all
3256,Abiarstid,all,Kogu Eesti,F,44,https://palgad.stat.ee/api/charts/workers_total_section/3256/2025/Q4/average/all/all/all
3257,Tervisekaitse- ja töötervishoiuinspektorid jms keskastme spetsialistid,all,Kogu Eesti,M,109,https://palgad.stat.ee/api/charts/workers_total_section/3257/2025/Q4/average/all/all/all
3257,Tervisekaitse- ja töötervishoiuinspektorid jms keskastme spetsialistid,all,Kogu Eesti,F,286,https://palgad.stat.ee/api/charts/workers_total_section/3257/2025/Q4/average/all/all/all
3258,Kiirabitehnikud,all,Kogu Eesti,M,677,https://palgad.stat.ee/api/charts/workers_total_section/3258/2025/Q4/average/all/all/all
3258,Kiirabitehnikud,all,Kogu Eesti,F,84,https://palgad.stat.ee/api/charts/workers_total_section/3258/2025/Q4/average/all/all/all
3259,"Tervishoiu keskastme spetsialistid, mujal liigitamata",all,Kogu Eesti,F,200,https://palgad.stat.ee/api/charts/workers_total_section/3259/2025/Q4/average/all/all/all
3311,Väärtpaberi- ja valuutamaaklerid ning -vahendajad,all,Kogu Eesti,M,30,https://palgad.stat.ee/api/charts/workers_total_section/3311/2025/Q4/average/all/all/all
3311,Väärtpaberi- ja valuutamaaklerid ning -vahendajad,all,Kogu Eesti,F,38,https://palgad.stat.ee/api/charts/workers_total_section/3311/2025/Q4/average/all/all/all
3312,Krediidi- ja laenuhaldurid,all,Kogu Eesti,M,161,https://palgad.stat.ee/api/charts/workers_total_section/3312/2025/Q4/average/all/all/all
3312,Krediidi- ja laenuhaldurid,all,Kogu Eesti,F,948,https://palgad.stat.ee/api/charts/workers_total_section/3312/2025/Q4/average/all/all/all
3313,Raamatupidamise keskastme spetsialistid,all,Kogu Eesti,M,305,https://palgad.stat.ee/api/charts/workers_total_section/3313/2025/Q4/average/all/all/all
3313,Raamatupidamise keskastme spetsialistid,all,Kogu Eesti,F,4300,https://palgad.stat.ee/api/charts/workers_total_section/3313/2025/Q4/average/all/all/all
3314,Statistilise ja matemaatilise arvestuse jms keskastme spetsialistid,all,Kogu Eesti,M,218,https://palgad.stat.ee/api/charts/workers_total_section/3314/2025/Q4/average/all/all/all
3314,Statistilise ja matemaatilise arvestuse jms keskastme spetsialistid,all,Kogu Eesti,F,326,https://palgad.stat.ee/api/charts/workers_total_section/3314/2025/Q4/average/all/all/all
3315,Hindajad ja kahjuhindajad,all,Kogu Eesti,M,213,https://palgad.stat.ee/api/charts/workers_total_section/3315/2025/Q4/average/all/all/all
3315,Hindajad ja kahjuhindajad,all,Kogu Eesti,F,241,https://palgad.stat.ee/api/charts/workers_total_section/3315/2025/Q4/average/all/all/all
3321,Kindlustusagendid,all,Kogu Eesti,M,81,https://palgad.stat.ee/api/charts/workers_total_section/3321/2025/Q4/average/all/all/all
3321,Kindlustusagendid,all,Kogu Eesti,F,373,https://palgad.stat.ee/api/charts/workers_total_section/3321/2025/Q4/average/all/all/all
3322,Müügiesindajad,all,Kogu Eesti,M,5259,https://palgad.stat.ee/api/charts/workers_total_section/3322/2025/Q4/average/all/all/all
3322,Müügiesindajad,all,Kogu Eesti,F,4542,https://palgad.stat.ee/api/charts/workers_total_section/3322/2025/Q4/average/all/all/all
3323,Varustajad,all,Kogu Eesti,M,1251,https://palgad.stat.ee/api/charts/workers_total_section/3323/2025/Q4/average/all/all/all
3323,Varustajad,all,Kogu Eesti,F,1748,https://palgad.stat.ee/api/charts/workers_total_section/3323/2025/Q4/average/all/all/all
3324,Kaubamaaklerid,all,Kogu Eesti,M,30,https://palgad.stat.ee/api/charts/workers_total_section/3324/2025/Q4/average/all/all/all
3331,Tollimaaklerid ja ekspedeerijad,all,Kogu Eesti,M,129,https://palgad.stat.ee/api/charts/workers_total_section/3331/2025/Q4/average/all/all/all
3331,Tollimaaklerid ja ekspedeerijad,all,Kogu Eesti,F,178,https://palgad.stat.ee/api/charts/workers_total_section/3331/2025/Q4/average/all/all/all
3332,Konverentside ja ürituste korraldajad,all,Kogu Eesti,M,108,https://palgad.stat.ee/api/charts/workers_total_section/3332/2025/Q4/average/all/all/all
3332,Konverentside ja ürituste korraldajad,all,Kogu Eesti,F,271,https://palgad.stat.ee/api/charts/workers_total_section/3332/2025/Q4/average/all/all/all
3333,Töövahendajad,all,Kogu Eesti,M,35,https://palgad.stat.ee/api/charts/workers_total_section/3333/2025/Q4/average/all/all/all
3333,Töövahendajad,all,Kogu Eesti,F,230,https://palgad.stat.ee/api/charts/workers_total_section/3333/2025/Q4/average/all/all/all
3334,Kinnisvaramaaklerid ja -haldurid,all,Kogu Eesti,M,854,https://palgad.stat.ee/api/charts/workers_total_section/3334/2025/Q4/average/all/all/all
3334,Kinnisvaramaaklerid ja -haldurid,all,Kogu Eesti,F,760,https://palgad.stat.ee/api/charts/workers_total_section/3334/2025/Q4/average/all/all/all
3339,"Äriteenuste agendid, mujal liigitamata",all,Kogu Eesti,M,185,https://palgad.stat.ee/api/charts/workers_total_section/3339/2025/Q4/average/all/all/all
3339,"Äriteenuste agendid, mujal liigitamata",all,Kogu Eesti,F,186,https://palgad.stat.ee/api/charts/workers_total_section/3339/2025/Q4/average/all/all/all
3341,Kontorijuhatajad,all,Kogu Eesti,M,391,https://palgad.stat.ee/api/charts/workers_total_section/3341/2025/Q4/average/all/all/all
3341,Kontorijuhatajad,all,Kogu Eesti,F,1589,https://palgad.stat.ee/api/charts/workers_total_section/3341/2025/Q4/average/all/all/all
3342,Juristid-asjaajajad,all,Kogu Eesti,M,32,https://palgad.stat.ee/api/charts/workers_total_section/3342/2025/Q4/average/all/all/all
3342,Juristid-asjaajajad,all,Kogu Eesti,F,160,https://palgad.stat.ee/api/charts/workers_total_section/3342/2025/Q4/average/all/all/all
3343,Sekretärid-asjaajajad ja sekretärid-juhiabid,all,Kogu Eesti,M,459,https://palgad.stat.ee/api/charts/workers_total_section/3343/2025/Q4/average/all/all/all
3343,Sekretärid-asjaajajad ja sekretärid-juhiabid,all,Kogu Eesti,F,5515,https://palgad.stat.ee/api/charts/workers_total_section/3343/2025/Q4/average/all/all/all
3344,Meditsiinivaldkonna sekretärid,all,Kogu Eesti,F,709,https://palgad.stat.ee/api/charts/workers_total_section/3344/2025/Q4/average/all/all/all
3351,Tolli- ja piiriinspektorid,all,Kogu Eesti,M,151,https://palgad.stat.ee/api/charts/workers_total_section/3351/2025/Q4/average/all/all/all
3351,Tolli- ja piiriinspektorid,all,Kogu Eesti,F,178,https://palgad.stat.ee/api/charts/workers_total_section/3351/2025/Q4/average/all/all/all
3352,Maksu- ja aktsiisiametnikud,all,Kogu Eesti,M,21,https://palgad.stat.ee/api/charts/workers_total_section/3352/2025/Q4/average/all/all/all
3352,Maksu- ja aktsiisiametnikud,all,Kogu Eesti,F,295,https://palgad.stat.ee/api/charts/workers_total_section/3352/2025/Q4/average/all/all/all
3353,Sotsiaalkindlustusametnikud,all,Kogu Eesti,all,,https://palgad.stat.ee/api/charts/workers_total_section/3353/2025/Q4/average/all/all/all
3354,Litsentside ja lubade menetlejad,all,Kogu Eesti,M,78,https://palgad.stat.ee/api/charts/workers_total_section/3354/2025/Q4/average/all/all/all
3354,Litsentside ja lubade menetlejad,all,Kogu Eesti,F,182,https://palgad.stat.ee/api/charts/workers_total_section/3354/2025/Q4/average/all/all/all
3359,"Valitsuse haldusalade ametnikud, mujal liigitamata",all,Kogu Eesti,M,309,https://palgad.stat.ee/api/charts/workers_total_section/3359/2025/Q4/average/all/all/all
3359,"Valitsuse haldusalade ametnikud, mujal liigitamata",all,Kogu Eesti,F,558,https://palgad.stat.ee/api/charts/workers_total_section/3359/2025/Q4/average/all/all/all
3411,Õigusvaldkonna keskastme spetsialistid,all,Kogu Eesti,M,105,https://palgad.stat.ee/api/charts/workers_total_section/3411/2025/Q4/average/all/all/all
3411,Õigusvaldkonna keskastme spetsialistid,all,Kogu Eesti,F,436,https://palgad.stat.ee/api/charts/workers_total_section/3411/2025/Q4/average/all/all/all
3412,Sotsiaaltöö keskastme spetsialistid,all,Kogu Eesti,M,348,https://palgad.stat.ee/api/charts/workers_total_section/3412/2025/Q4/average/all/all/all
3412,Sotsiaaltöö keskastme spetsialistid,all,Kogu Eesti,F,3655,https://palgad.stat.ee/api/charts/workers_total_section/3412/2025/Q4/average/all/all/all
3413,Religioonivaldkonna keskastme spetsialistid,all,Kogu Eesti,F,24,https://palgad.stat.ee/api/charts/workers_total_section/3413/2025/Q4/average/all/all/all
3421,Sportlased,all,Kogu Eesti,M,253,https://palgad.stat.ee/api/charts/workers_total_section/3421/2025/Q4/average/all/all/all
3422,"Treenerid, spordiinstruktorid ja -ametnikud",all,Kogu Eesti,M,1903,https://palgad.stat.ee/api/charts/workers_total_section/3422/2025/Q4/average/all/all/all
3422,"Treenerid, spordiinstruktorid ja -ametnikud",all,Kogu Eesti,F,1242,https://palgad.stat.ee/api/charts/workers_total_section/3422/2025/Q4/average/all/all/all
3423,Tervisespordi- ja vabaajateenuste instruktorid ja programmijuhid,all,Kogu Eesti,M,112,https://palgad.stat.ee/api/charts/workers_total_section/3423/2025/Q4/average/all/all/all
3423,Tervisespordi- ja vabaajateenuste instruktorid ja programmijuhid,all,Kogu Eesti,F,101,https://palgad.stat.ee/api/charts/workers_total_section/3423/2025/Q4/average/all/all/all
3431,Fotograafid,all,Kogu Eesti,M,195,https://palgad.stat.ee/api/charts/workers_total_section/3431/2025/Q4/average/all/all/all
3431,Fotograafid,all,Kogu Eesti,F,182,https://palgad.stat.ee/api/charts/workers_total_section/3431/2025/Q4/average/all/all/all
3432,Sisekujundajad ja dekoraatorid,all,Kogu Eesti,M,51,https://palgad.stat.ee/api/charts/workers_total_section/3432/2025/Q4/average/all/all/all
3432,Sisekujundajad ja dekoraatorid,all,Kogu Eesti,F,365,https://palgad.stat.ee/api/charts/workers_total_section/3432/2025/Q4/average/all/all/all
3433,"Galeriide, muuseumide ja raamatukogude tehnilised töötajad",all,Kogu Eesti,M,54,https://palgad.stat.ee/api/charts/workers_total_section/3433/2025/Q4/average/all/all/all
