model,scenario,taxonomy,location_code,location_name,code,code_label,employed,exposure,augmentation_share,automation_share,opportunity,risk,score_source,weight_source,crosswalk
demirev_ai_products,2025q4_palgad_isco4,isco4,all,Kogu Eesti,2153,Telekommunikatsiooniinsenerid,408,0.0548,0.5,0.5,0.0274,0.0274,derived,palgad_stat_ee_2025q4,direct
demirev_ai_products,2025q4_palgad_isco4,isco4,all,Kogu Eesti,2161,Ehitusarhitektid,1070,0.1335,0.2807,0.7193,0.037473450000000005,0.09602655000000002,derived,palgad_stat_ee_2025q4,direct
demirev_ai_products,2025q4_palgad_isco4,isco4,all,Kogu Eesti,2162,Maastikuarhitektid,130,0.0975,0.25,0.75,0.024375,0.073125,derived,palgad_stat_ee_2025q4,direct
demirev_ai_products,2025q4_palgad_isco4,isco4,all,Kogu Eesti,2163,Toote- ja rõivadisainerid,489,0.1056,0.3826,0.6174,0.04040256,0.06519744,derived,palgad_stat_ee_2025q4,direct
demirev_ai_products,2025q4_palgad_isco4,isco4,all,Kogu Eesti,2164,Linna- ja liiklusplaneerijad,316,0.2322,0.6719,0.3281,0.15601518,0.07618482,derived,palgad_stat_ee_2025q4,direct
demirev_ai_products,2025q4_palgad_isco4,isco4,all,Kogu Eesti,2165,Kartograafid ja maamõõtjad,709,0.0491,0.7787,0.2213,0.03823417,0.01086583,derived,palgad_stat_ee_2025q4,direct
demirev_ai_products,2025q4_palgad_isco4,isco4,all,Kogu Eesti,2166,Kujundajad ja multimeediadisainerid,1414,0.1613,0.4784,0.5216,0.07716592,0.08413407999999999,derived,palgad_stat_ee_2025q4,direct
demirev_ai_products,2025q4_palgad_isco4,isco4,all,Kogu Eesti,2211,Üldarstid,1667,0.0,0.0,0.0,0.0,0.0,derived,palgad_stat_ee_2025q4,direct
demirev_ai_products,2025q4_palgad_isco4,isco4,all,Kogu Eesti,2212,Eriarstid,4059,0.0,0.0,0.0,0.0,0.0,derived,palgad_stat_ee_2025q4,direct
demirev_ai_products,2025q4_palgad_isco4,isco4,all,Kogu Eesti,2221,Õenduse tippspetsialistid,10832,0.179,0.3865,0.6135,0.0691835,0.1098165,derived,palgad_stat_ee_2025q4,direct
demirev_ai_products,2025q4_palgad_isco4,isco4,all,Kogu Eesti,2222,Ämmaemandad,502,0.078,0.1818,0.8182,0.0141804,0.0638196,derived,palgad_stat_ee_2025q4,direct
demirev_ai_products,2025q4_palgad_isco4,isco4,all,Kogu Eesti,2250,Veterinaararstid,451,0.0112,0.2006,0.7994,0.00224672,0.00895328,derived,palgad_stat_ee_2025q4,direct
demirev_ai_products,2025q4_palgad_isco4,isco4,all,Kogu Eesti,2261,Hambaarstid,1552,0.1755,0.3966,0.6034,0.06960329999999999,0.1058967,derived,palgad_stat_ee_2025q4,direct
demirev_ai_products,2025q4_palgad_isco4,isco4,all,Kogu Eesti,2262,Proviisorid ja farmatseudid,1552,0.2952,0.246,0.754,0.07261920000000001,0.22258080000000002,derived,palgad_stat_ee_2025q4,direct
demirev_ai_products,2025q4_palgad_isco4,isco4,all,Kogu Eesti,2263,Töötervishoiu ja tööohutuse tippspetsialistid,207,0.337,0.3979,0.6021,0.1340923,0.2029077,derived,palgad_stat_ee_2025q4,direct
demirev_ai_products,2025q4_palgad_isco4,isco4,all,Kogu Eesti,2264,Füsioterapeudid,881,0.2347,0.4481,0.5519,0.10516906999999999,0.12953093,derived,palgad_stat_ee_2025q4,direct
demirev_ai_products,2025q4_palgad_isco4,isco4,all,Kogu Eesti,2266,Audioloogid ja logopeedid,749,0.2131,0.3835,0.6165,0.08172385,0.13137615000000002,derived,palgad_stat_ee_2025q4,direct
